name,movieId
"Puppet Masters, The (1994)",512
Radioland Murders (1994),513
"Ref, The (1994)",514
"Remains of the Day, The (1993)",515
Renaissance Man (1994),516
Rising Sun (1993),517
"Road to Wellville, The (1994)",518
RoboCop 3 (1993),519
Robin Hood: Men in Tights (1993),520
Romeo Is Bleeding (1993),521
Romper Stomper (1992),522
Ruby in Paradise (1993),523
Rudy (1993),524
"Saint of Fort Washington, The (1993)",525
"Savage Nights (Nuits fauves, Les) (1992)",526
Schindler's List (1993),527
"Scout, The (1994)",528
Searching for Bobby Fischer (1993),529
Second Best (1994),530
"Secret Garden, The (1993)",531
Serial Mom (1994),532
"Shadow, The (1994)",533
Shadowlands (1993),534
Short Cuts (1993),535
"Simple Twist of Fate, A (1994)",536
Sirens (1994),537
Six Degrees of Separation (1993),538
Sleepless in Seattle (1993),539
Sliver (1993),540
Blade Runner (1982),541
Son in Law (1993),542
So I Married an Axe Murderer (1993),543
Striking Distance (1993),544
Super Mario Bros. (1993),546
Surviving the Game (1994),547
Terminal Velocity (1994),548
Thirty-Two Short Films About Glenn Gould (1993),549
Threesome (1994),550
"Nightmare Before Christmas, The (1993)",551
"Three Musketeers, The (1993)",552
Tombstone (1993),553
Trial by Jury (1994),554
True Romance (1993),555
"War Room, The (1993)",556
"Pagemaster, The (1994)",558
"Paris, France (1993)",559
"Beans of Egypt, Maine, The (1994)",560
Killer (Bulletproof Heart) (1994),561
Welcome to the Dollhouse (1995),562
Germinal (1993),563
Chasers (1994),564
Cronos (1993),565
Naked in New York (1994),566
Kika (1993),567
Bhaji on the Beach (1993),568
Little Big League (1994),569
"Slingshot, The (Kådisbellan) (1993)",570
"Wedding Gift, The (1994)",571
Foreign Student (1994),572
"Ciao, Professore! (Io speriamo che me la cavo) (1992)",573
Spanking the Monkey (1994),574
"Little Rascals, The (1994)",575
Fausto (1993),576
Andre (1994),577
"Escort, The (Scorta, La) (1993)",579
Princess Caraboo (1994),580
"Celluloid Closet, The (1995)",581
Métisse (Café au Lait) (1993),582
Dear Diary (Caro Diario) (1994),583
I Don't Want to Talk About It (De eso no se habla) (1993),584
"Brady Bunch Movie, The (1995)",585
Home Alone (1990),586
Ghost (1990),587
Aladdin (1992),588
Terminator 2: Judgment Day (1991),589
Dances with Wolves (1990),590
Tough and Deadly (1995),591
Batman (1989),592
"Silence of the Lambs, The (1991)",593
Snow White and the Seven Dwarfs (1937),594
Beauty and the Beast (1991),595
Pinocchio (1940),596
Pretty Woman (1990),597
Window to Paris (Okno v Parizh) (1994),598
"Wild Bunch, The (1969)",599
Love and a .45 (1994),600
"Wooden Man's Bride, The (Yan shen) (1994)",601
"Great Day in Harlem, A (1994)",602
"Bye Bye, Love (1995)",603
Criminals (1996),604
One Fine Day (1996),605
Candyman: Farewell to the Flesh (1995),606
Century (1993),607
Fargo (1996),608
Homeward Bound II: Lost in San Francisco (1996),609
Heavy Metal (1981),610
Hellraiser: Bloodline (1996),611
"Pallbearer, The (1996)",612
Jane Eyre (1996),613
Loaded (1994),614
Bread and Chocolate (Pane e cioccolata) (1973),615
"Aristocats, The (1970)",616
"Flower of My Secret, The (La flor de mi secreto) (1995)",617
Two Much (1995),618
Ed (1996),619
Scream of Stone (Cerro Torre: Schrei aus Stein) (1991),620
My Favorite Season (1993),621
"Modern Affair, A (1995)",623
Asfour Stah (1990),625
"Thin Line Between Love and Hate, A (1996)",626
"Last Supper, The (1995)",627
Primal Fear (1996),628
Rude (1995),629
Carried Away (1996),630
All Dogs Go to Heaven 2 (1996),631
Land and Freedom (Tierra y libertad) (1995),632
Denise Calls Up (1995),633
Theodore Rex (1995),634
"Family Thing, A (1996)",635
Frisk (1995),636
Sgt. Bilko (1996),637
Jack and Sarah (1995),638
Girl 6 (1996),639
Diabolique (1996),640
"Little Indian, Big City (Un indien dans la ville) (1994)",641
Roula (1995),642
Peanuts - Die Bank zahlt alles (1996),643
Happy Weekend (1996),644
Nelly & Monsieur Arnaud (1995),645
Courage Under Fire (1996),647
Mission: Impossible (1996),648
Cold Fever (Á köldum klaka) (1995),649
Moll Flanders (1996),650
"Superweib, Das (1996)",651
"301, 302 (301/302) (1995)",652
Dragonheart (1996),653
And Nobody Weeps for Me (Und keiner weint mir nach) (1996),654
My Mother's Courage (Mutters Courage) (1995),655
Eddie (1996),656
Yankee Zulu (1994),657
Billy's Holiday (1995),658
Purple Noon (Plein soleil) (1960),659
August (1996),660
James and the Giant Peach (1996),661
Fear (1996),662
Kids in the Hall: Brain Candy (1996),663
Faithful (1996),664
Underground (1995),665
All Things Fair (Lust och fägring stor) (1995),666
Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),667
Song of the Little Road (Pather Panchali) (1955),668
"World of Apu, The (Apur Sansar) (1959)",670
Mystery Science Theater 3000: The Movie (1996),671
Tarantella (1995),672
Space Jam (1996),673
Barbarella (1968),674
Hostile Intentions (1994),675
They Bite (1996),676
Some Folks Call It a Sling Blade (1993),678
"Run of the Country, The (1995)",679
"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",680
Coup de torchon (Clean Slate) (1981),681
Tigrero: A Film That Was Never Made (1994),682
"Eye of Vichy, The (Oeil de Vichy, L') (1993)",683
Windows (1980),684
It's My Party (1996),685
Country Life (1994),687
Operation Dumbo Drop (1995),688
"Promise, The (Versprechen, Das) (1995)",690
Mrs. Winterbourne (1996),691
Solo (1996),692
Under the Domim Tree (Etz Hadomim Tafus) (1994),693
"Substitute, The (1996)",694
True Crime (1996),695
Butterfly Kiss (1995),696
Feeling Minnesota (1996),697
Delta of Venus (1995),698
To Cross the Rubicon (1991),699
Angus (1995),700
Daens (1992),701
Faces (1968),702
Boys (1996),703
"Quest, The (1996)",704
Cosi (1996),705
Sunset Park (1996),706
Mulholland Falls (1996),707
"Truth About Cats & Dogs, The (1996)",708
Oliver & Company (1988),709
Celtic Pride (1996),710
Flipper (1996),711
Captives (1994),712
Of Love and Shadows (1994),713
Dead Man (1995),714
"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",715
Switchblade Sisters (1975),716
Mouth to Mouth (Boca a boca) (1995),717
"Visitors, The (Visiteurs, Les) (1993)",718
Multiplicity (1996),719
Wallace & Gromit: The Best of Aardman Animation (1996),720
Halfmoon (Paul Bowles - Halbmond) (1995),721
"Haunted World of Edward D. Wood Jr., The (1996)",722
Two Friends (1986),723
"Craft, The (1996)",724
"Great White Hype, The (1996)",725
Last Dance (1996),726
War Stories (1995),727
Cold Comfort Farm (1995),728
"Institute Benjamenta, or This Dream People Call Human Life (1995)",729
Low Life (1994),730
Heaven's Prisoners (1996),731
Original Gangstas (1996),732
"Rock, The (1996)",733
Getting Away With Murder (1996),734
Cemetery Man (Dellamorte Dellamore) (1994),735
Twister (1996),736
Barb Wire (1996),737
"Garçu, Le (1995)",738
Honey Moon (Honigmond) (1996),739
Ghost in the Shell (Kôkaku kidôtai) (1995),741
Thinner (1996),742
Spy Hard (1996),743
Brothers in Trouble (1995),744
Wallace & Gromit: A Close Shave (1995),745
Force of Evil (1948),746
"Stupids, The (1996)",747
"Arrival, The (1996)",748
"Man from Down Under, The (1943)",749
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),750
Careful (1992),751
Vermont Is For Lovers (1992),752
"Month by the Lake, A (1995)",753
Gold Diggers: The Secret of Bear Mountain (1995),754
Kim (1950),755
Carmen Miranda: Bananas Is My Business (1994),756
Ashes of Time (Dung che sai duk) (1994),757
"Jar, The (Khomreh) (1992)",758
Maya Lin: A Strong Clear Vision (1994),759
Stalingrad (1993),760
"Phantom, The (1996)",761
Striptease (1996),762
"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",763
Heavy (1995),764
Jack (1996),765
I Shot Andy Warhol (1996),766
"Grass Harp, The (1995)",767
Someone Else's America (1995),768
Marlene Dietrich: Shadow and Light (1996),769
Costa Brava (1946),770
"Life Is Rosy (a.k.a. Life Is Beautiful) (Vie est belle, La) (1987)",771
Quartier Mozart (1992),772
Touki Bouki (1973),773
Wend Kuuni (a.k.a. God's Gift) (1982),774
Spirits of the Dead (1968),775
Babyfever (1994),776
Pharaoh's Army (1995),777
Trainspotting (1996),778
'Til There Was You (1997),779
Independence Day (a.k.a. ID4) (1996),780
Stealing Beauty (1996),781
"Fan, The (1996)",782
"Hunchback of Notre Dame, The (1996)",783
"Cable Guy, The (1996)",784
Kingpin (1996),785
Eraser (1996),786
"Gate of Heavenly Peace, The (1995)",787
"Nutty Professor, The (1996)",788
"I, the Worst of All (Yo, la peor de todas) (1990)",789
"Unforgettable Summer, An (Un été inoubliable) (1994)",790
"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)",791
"Hungarian Fairy Tale, A (Hol volt, hol nem volt) (1987)",792
My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),793
Midnight Dancers (Sibak) (1994),794
Somebody to Love (1994),795
"Very Natural Thing, A (1974)",796
"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",797
Daylight (1996),798
"Frighteners, The (1996)",799
Lone Star (1996),800
Harriet the Spy (1996),801
Phenomenon (1996),802
Walking and Talking (1996),803
She's the One (1996),804
"Time to Kill, A (1996)",805
American Buffalo (1996),806
"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",807
Alaska (1996),808
Fled (1996),809
Kazaam (1996),810
Magic Hunter (Büvös vadász) (1994),812
Larger Than Life (1996),813
"Boy Called Hate, A (1995)",814
Power 98 (1996),815
Two Deaths (1995),816
"Very Brady Sequel, A (1996)",818
Stefano Quantestorie (1993),819
"Death in the Garden (Mort en ce jardin, La) (1956)",820
"Crude Oasis, The (1995)",821
Hedd Wyn (1992),822
"Collector, The (La collectionneuse) (1967)",823
Kaspar Hauser (1993),824
Regular Guys (Echte Kerle) (1996),825
Women Robbers (Diebinnen) (1995),826
"Convent, The (O Convento) (1995)",827
"Adventures of Pinocchio, The (1996)",828
Joe's Apartment (1996),829
"First Wives Club, The (1996)",830
Stonewall (1995),831
Ransom (1996),832
High School High (1996),833
Phat Beach (1996),834
Foxfire (1996),835
Chain Reaction (1996),836
Matilda (1996),837
Emma (1996),838
"Crow: City of Angels, The (1996)",839
House Arrest (1996),840
"Eyes Without a Face (Yeux sans visage, Les) (1959)",841
Tales from the Crypt Presents: Bordello of Blood (1996),842
Lotto Land (1995),843
"Story of Xinghua, The (Xinghua san yue tian) (1994)",844
"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",845
Flirt (1995),846
"Big Squeeze, The (1996)",847
"Spitfire Grill, The (1996)",848
Escape from L.A. (1996),849
Cyclo (Xich lo) (1995),850
Basquiat (1996),851
Tin Cup (1996),852
Dingo (1991),853
"Ballad of Narayama, The (Narayama Bushiko) (1958)",854
Every Other Weekend (Un week-end sur deux) (1990),855
Mille bolle blu (1993),856
Crows and Sparrows (Wuya yu maque) (1949),857
"Godfather, The (1972)",858
"Hippie Revolution, The (1996)",859
"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",860
Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),861
Manny & Lo (1996),862
"Wife, The (1995)",864
Small Faces (1996),865
Bound (1996),866
Carpool (1996),867
Death in Brunswick (1991),868
Kansas City (1996),869
Gone Fishin' (1997),870
Lover's Knot (1996),871
Vive L'Amour (Ai qing wan sui) (1994),872
Shadow of Angels (Schatten der Engel) (1976),873
Killer: A Journal of Murder (1995),874
Nothing to Lose (1994),875
Supercop 2 (Project S) (Chao ji ji hua) (1993),876
Girls Town (1996),877
Bye-Bye (1995),878
"Relic, The (1997)",879
"Island of Dr. Moreau, The (1996)",880
First Kid (1996),881
"Trigger Effect, The (1996)",882
Sweet Nothing (1996),884
Bogus (1996),885
Bulletproof (1996),886
Talk of Angels (1998),887
1-900 (06) (1994),889
Baton Rouge (Bâton rouge) (1988),890
Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),891
Twelfth Night (1996),892
Mother Night (1996),893
Liebelei (1933),894
Venice/Venice (1992),895
Wild Reeds (Les roseaux sauvages) (1994),896
For Whom the Bell Tolls (1943),897
"Philadelphia Story, The (1940)",898
Singin' in the Rain (1952),899
"American in Paris, An (1951)",900
Funny Face (1957),901
Breakfast at Tiffany's (1961),902
Vertigo (1958),903
Rear Window (1954),904
It Happened One Night (1934),905
Gaslight (1944),906
"Gay Divorcee, The (1934)",907
North by Northwest (1959),908
"Apartment, The (1960)",909
Some Like It Hot (1959),910
Charade (1963),911
Casablanca (1942),912
"Maltese Falcon, The (1941)",913
My Fair Lady (1964),914
