user_id,item_id,rating,timestamp,rating
252,410,5,891456989,5
5,42,5,875636360,5
390,258,5,879693461,5
314,710,3,877888796,3
592,344,4,888553156,4
871,182,5,888192925,5
853,288,4,879364822,4
327,708,4,887818596,4
96,216,4,884403095,4
10,705,4,877892050,4
711,254,2,879992038,2
828,1005,3,891037813,3
416,846,3,878878779,3
737,58,4,884314970,4
291,741,5,874834481,5
70,173,4,884149452,4
527,213,4,879456186,4
400,323,4,885676582,4
758,93,5,881975922,5
825,844,2,892949244,2
646,908,3,888529054,3
807,102,4,892979501,4
589,304,5,883352599,5
221,76,4,875246662,4
532,1199,3,874789155,3
257,1260,2,880496892,2
535,382,5,879618058,5
313,604,4,891014552,4
786,322,3,882842463,3
271,411,1,885848062,1
13,121,5,882397503,5
646,349,2,888529127,2
537,184,3,886032246,3
224,689,3,888082246,3
747,939,3,888639362,3
504,499,4,887909595,4
591,86,5,891031171,5
943,201,5,888639351,5
94,475,5,885870362,5
892,184,4,886609726,4
823,433,4,878438379,4
846,492,3,883947737,3
638,50,4,876694704,4
320,241,4,884750968,4
823,426,4,878437658,4
871,1386,3,888193136,3
533,258,4,884007368,4
8,687,1,879361825,1
286,56,2,877531469,2
21,595,3,874951617,3
717,628,5,884644605,5
164,248,4,889402030,4
455,939,4,879111454,4
331,933,3,877196235,3
536,449,4,882361262,4
535,480,4,879618207,4
188,591,5,875072674,5
908,494,3,879723046,3
796,736,3,893047126,3
724,286,1,883758268,1
87,1183,3,879875995,3
59,290,3,888203750,3
936,274,3,886832858,3
296,134,5,884197264,5
622,755,4,882670211,4
666,650,5,880139409,5
682,184,4,888519307,4
223,257,4,891550005,4
692,127,3,876948910,3
161,286,2,891169991,2
774,659,3,888555864,3
121,300,3,891387810,3
716,514,5,879796331,5
463,243,1,877384970,1
568,486,4,877907720,4
99,1,4,886518459,4
472,143,4,875980823,4
727,411,3,883709905,3
889,1067,3,880177131,3
186,98,5,891719859,5
397,156,5,885350381,5
452,419,4,887719030,4
916,971,4,880845476,4
922,568,3,891450524,3
896,141,3,887159012,3
422,287,3,878199757,3
521,684,3,884478807,3
716,559,2,879796846,2
601,107,4,876347113,4
160,4,4,876861754,4
60,71,3,883327948,3
537,404,3,886031720,3
270,217,5,876956360,5
778,238,3,890725804,3
774,189,2,888557987,2
297,156,4,875240090,4
868,154,3,877107539,3
13,158,1,882142057,1
321,511,4,879440954,4
474,616,4,887924028,4
496,432,4,876066652,4
690,202,2,881177349,2
13,11,1,882397146,1
292,523,4,881105561,4
806,511,5,882387520,5
682,566,3,888519260,3
171,270,4,891034835,4
552,13,3,879222238,3
788,62,3,880870179,3
533,96,4,879438767,4
805,100,5,881695196,5
529,333,4,882534996,4
763,737,2,878919055,2
24,358,3,875246012,3
144,699,4,888106106,4
68,258,5,876973692,5
730,742,3,880310553,3
632,156,3,879457437,3
561,1524,4,885809897,4
766,447,3,891309522,3
10,234,4,877888877,4
343,154,5,876406552,5
284,906,3,885328836,3
894,340,4,879896756,4
70,63,3,884151168,3
151,707,4,879528537,4
763,135,5,878918332,5
589,313,5,883352434,5
488,880,3,891293606,3
320,869,4,884751068,4
503,137,5,879438072,5
874,20,3,888632615,3
645,654,5,892053686,5
828,52,3,891037639,3
918,168,3,891986999,3
271,31,4,885849325,4
451,333,5,879012550,5
99,310,3,885678348,3
365,150,5,891303950,5
451,879,4,879012580,4
650,419,4,891370971,4
14,32,5,890881485,5
833,201,4,875134150,4
21,327,3,874950932,3
698,121,2,886368545,2
883,945,4,891754985,4
323,993,4,878739488,4
798,769,2,876249507,2
690,357,5,881179122,5
178,318,5,882826982,5
181,696,2,878962997,2
712,738,4,874956841,4
822,1091,1,891038627,1
823,233,4,878439365,4
724,906,1,883757468,1
184,511,4,889908740,4
325,485,3,891478599,3
305,86,4,886323757,4
306,258,2,876503793,2
274,713,5,878945437,5
796,204,5,892662441,5
18,969,3,880131106,3
715,182,5,875965035,5
897,526,5,879990813,5
94,328,3,891724990,3
457,393,3,882548583,3
766,503,3,891309329,3
234,279,3,892333980,3
295,79,4,879517600,4
500,762,4,883865532,4
819,321,4,880381928,4
707,1024,5,890008041,5
465,7,5,883529916,5
268,172,5,875310031,5
286,212,1,877531830,1
716,601,4,879794892,4
299,418,4,889501790,4
286,89,4,877533381,4
835,486,4,891034084,4
577,1044,4,880475504,4
13,635,1,882396984,1
514,64,4,875462645,4
601,763,5,876348035,5
542,192,5,886533421,5
312,921,5,891699295,5
262,1135,3,879794599,3
457,227,4,882392853,4
194,222,1,879538960,1
589,294,5,883352600,5
557,1176,5,881179653,5
865,408,5,880143385,5
846,770,5,883948606,5
495,1039,5,888635180,5
499,886,4,885598215,4
548,358,2,891043547,2
788,56,3,880868235,3
275,679,3,880315080,3
774,758,1,888559036,1
405,1519,2,885546577,2
324,332,3,880574766,3
353,286,5,891402757,5
896,82,3,887159068,3
354,52,5,891217547,5
810,678,4,879895453,4
479,609,5,879461951,5
285,100,4,890595636,4
19,692,3,885412840,3
461,258,4,885355735,4
504,98,5,887832433,5
721,380,5,877138661,5
899,202,4,884122419,4
297,117,4,874954497,4
497,431,4,879310825,4
693,211,2,875484789,2
880,87,4,880241913,4
388,184,4,886441083,4
886,49,4,876032187,4
528,69,3,886101761,3
524,748,2,884321592,2
150,50,5,878746719,5
471,969,2,889828154,2
198,498,3,884207492,3
666,427,4,880139382,4
102,234,3,888802940,3
763,212,4,878920656,4
939,1054,4,880261868,4
70,48,4,884064574,4
450,1053,3,882396352,3
380,228,3,885479235,3
577,447,3,880475226,3
373,699,4,877105781,4
655,117,2,887426030,2
484,926,4,881450136,4
545,419,3,884134177,3
693,191,2,875482136,2
193,1407,3,889126146,3
520,1028,1,885170476,1
398,162,5,875811851,5
18,236,3,880131077,3
290,98,4,880474235,4
506,676,1,874945513,1
178,135,2,882826915,2
763,174,4,878919019,4
184,381,4,889909962,4
299,165,4,889501890,4
352,89,5,884289693,5
875,294,2,876464755,2
326,611,3,879875572,3
886,58,4,876032331,4
479,408,5,879460091,5
374,148,4,880392992,4
892,222,4,886608094,4
744,1134,3,881171482,3
567,209,4,882426812,4
823,459,4,878438379,4
285,346,4,890595456,4
101,255,4,877137015,4
459,16,2,879562939,2
458,83,4,886398071,4
458,152,5,886397275,5
354,61,5,891218091,5
645,198,3,892053644,3
216,47,4,880244870,4
347,276,3,881652657,3
385,201,4,879441982,4
908,98,5,879722300,5
826,399,4,885690790,4
303,181,5,879468082,5
416,332,4,876696823,4
374,978,2,880936233,2
493,186,5,884131897,5
388,682,4,886439808,4
371,449,3,880435733,3
734,97,4,891022993,4
410,323,3,888626990,3
577,215,5,880474556,5
117,977,3,881009738,3
574,300,4,891279012,4
7,214,5,891352384,5
453,1170,3,877562135,3
352,568,5,884290328,5
293,501,4,888906378,4
280,1114,4,891702199,4
868,179,4,877107056,4
417,132,4,879647850,4
854,855,4,882814063,4
313,154,2,891014753,2
393,29,4,889729398,4
110,376,2,886989340,2
399,22,3,882342834,3
6,200,3,883602422,3
244,62,2,880607269,2
457,197,5,882396705,5
458,939,4,886398187,4
664,770,4,876526659,4
921,659,5,884673799,5
625,212,3,891968320,3
661,189,4,876013850,4
23,1,5,874784615,5
878,82,3,880870609,3
693,230,2,875483381,2
788,518,3,880869754,3
846,470,5,883949200,5
907,1057,3,880159151,3
456,56,5,881373353,5
234,1453,2,892335415,2
538,566,3,877107765,3
588,184,4,890025951,4
406,432,5,879793081,5
877,566,4,882678547,4
80,205,5,887401533,5
854,294,2,882811742,2
593,468,3,886193438,3
843,485,2,879447007,2
552,15,3,879222484,3
786,203,4,882843753,4
655,1375,3,887426008,3
141,126,5,884585642,5
8,301,4,879361550,4
653,654,2,880606620,2
144,297,4,888104150,4
470,471,5,879178593,5
417,923,3,879647065,3
662,6,5,880571006,5
854,606,4,882813691,4
53,1087,4,879443329,4
459,222,4,879562994,4
927,155,4,879193972,4
553,186,3,879948552,3
269,142,1,891451570,1
458,208,4,886395963,4
390,124,4,879694232,4
301,651,5,882075994,5
263,135,5,891299877,5
58,654,5,884304865,5
342,188,3,875318936,3
640,578,3,874778612,3
21,244,4,874951349,4
218,56,3,881288574,3
363,288,4,891493723,4
474,289,3,887914906,3
119,597,4,874775465,4
60,492,5,883326525,5
236,179,1,890118417,1
896,542,3,887160677,3
463,127,5,890530105,5
174,953,5,886514377,5
268,241,3,875310603,3
295,843,4,879517994,4
272,187,5,879455043,5
608,1113,3,880406862,3
42,660,3,881108484,3
535,265,3,879619144,3
833,7,3,875035953,3
189,166,4,893265657,4
75,952,5,884050393,5
834,347,4,890860007,4
884,582,5,876859351,5
238,815,2,883576398,2
774,515,2,888556398,2
141,284,5,884585071,5
914,197,4,887122028,4
523,934,4,883702602,4
399,276,3,882510107,3
871,345,3,888192859,3
905,237,3,884983951,3
610,95,2,888703316,2
862,969,5,879304410,5
663,319,1,889492229,1
910,273,3,880821492,3
922,276,3,891453854,3
910,23,4,881421332,4
207,597,3,876018471,3
25,173,4,885852969,4
264,721,5,886123656,5
472,378,4,875981759,4
320,51,5,884750992,5
263,162,5,891299630,5
141,1,3,884584753,3
271,1266,2,885848943,2
506,209,4,874873529,4
880,41,1,880175239,1
246,616,5,884922475,5
494,127,5,879541080,5
15,282,3,879456204,3
655,639,3,887473803,3
331,503,4,877196504,4
800,50,4,887646263,4
876,289,3,879428145,3
145,738,3,875272927,3
691,1,5,875543346,5
806,521,3,882387595,3
458,285,4,886394423,4
936,1129,5,886833795,5
135,554,3,879858003,3
825,827,4,881184695,4
181,1280,1,878961668,1
886,549,3,876032929,3
315,204,5,879821158,5
13,659,3,882141335,3
932,435,4,891249821,4
894,1462,3,882404642,3
890,258,3,882404055,3
92,531,4,875653121,4
566,136,4,881649621,4
796,709,3,892676155,3
535,655,4,879618385,4
907,496,4,880159666,4
95,586,2,881599672,2
256,92,1,882164603,1
487,87,5,883445606,5
450,761,4,882398939,4
839,276,3,875751799,3
561,715,3,885809606,3
896,880,4,887235664,4
244,53,3,880607489,3
449,1372,4,880410834,4
417,125,5,879646369,5
592,183,5,882955613,5
717,286,3,884641644,3
903,302,4,891380461,4
834,284,4,890862468,4
582,293,5,882961082,5
536,94,4,882363972,4
896,1406,3,887160676,3
936,904,5,886831415,5
715,101,3,875964131,3
141,257,3,884584773,3
213,690,3,878870275,3
561,215,3,885809872,3
796,1299,2,892676043,2
883,496,2,891755066,2
322,50,5,887314418,5
327,792,4,887819021,4
497,385,3,879310792,3
181,870,2,878962623,2
429,210,4,882387731,4
264,100,5,886122261,5
328,132,5,885046420,5
428,875,4,885944136,4
262,72,3,879962366,3
77,100,3,884732716,3
89,275,5,879441307,5
275,393,3,880314772,3
805,5,4,881695293,4
495,386,3,888636837,3
59,513,4,888205144,4
737,156,5,884314693,5
727,408,4,883708895,4
838,1,5,887064024,5
658,923,3,875148059,3
608,448,5,880406593,5
660,1411,2,891201294,2
210,662,2,887730221,2
883,665,4,891695717,4
457,4,4,882397829,4
551,272,5,892775389,5
607,475,4,883879811,4
342,42,3,875319659,3
354,174,4,891218068,4
537,713,3,886030177,3
398,610,4,875745631,4
729,362,4,893286637,4
747,604,5,888638913,5
716,946,2,879796718,2
195,841,2,891841129,2
795,95,4,881529851,4
100,885,2,891375359,2
232,461,5,888549563,5
523,407,4,883702800,4
682,654,4,888520799,4
773,1252,4,888538643,4
330,71,5,876546236,5
712,388,3,874957053,3
214,285,5,892668153,5
339,226,2,891034744,2
899,455,3,884119910,3
878,1092,3,880867444,3
450,395,3,882470642,3
245,258,4,888513691,4
280,1459,4,891701747,4
627,526,4,879529916,4
889,642,3,880181455,3
393,384,3,889729508,3
406,427,4,879445897,4
907,928,5,880159198,5
648,475,1,884364250,1
655,224,3,887425845,3
13,890,1,883670672,1
505,471,4,889333392,4
251,427,4,886271675,4
62,1118,3,879375537,3
569,126,5,879793909,5
225,1203,5,879540778,5
279,288,3,875249102,3
478,68,1,889396582,1
363,328,3,891493840,3
360,963,5,880355448,5
869,756,1,884492780,1
535,1474,4,879618207,4
758,129,4,881975962,4
843,144,3,879444711,3
464,515,5,878354965,5
928,1025,5,880936022,5
551,479,3,892776380,3
456,1547,4,881373948,4
79,275,4,891271627,4
70,8,4,884064986,4
291,975,2,874834146,2
378,273,4,880044221,4
682,763,4,888521783,4
840,176,3,891204755,3
435,184,5,884131771,5
38,79,3,892430309,3
188,54,4,875074589,4
848,638,5,887038073,5
350,654,5,882345918,5
882,172,5,879864970,5
270,441,5,876956420,5
674,742,5,887762714,5
551,356,4,892783829,4
895,117,3,879438082,3
308,578,2,887738847,2
839,121,3,875752237,3
159,220,5,880557782,5
294,50,5,877819353,5
101,597,3,877136928,3
110,94,4,886989473,4
222,449,4,878184899,4
491,100,5,891186806,5
341,292,5,890757659,5
842,1395,4,891218060,4
892,613,5,886608714,5
806,195,3,882388328,3
44,222,4,883613334,4
788,1303,3,880871577,3
59,121,4,888203313,4
137,96,5,881433654,5
20,148,5,879668713,5
463,813,4,877385125,4
932,515,4,891249373,4
741,399,2,891457456,2
694,630,3,875728912,3
297,148,3,875239619,3
332,174,5,888359866,5
929,50,4,878402162,4
655,13,3,887426237,3
94,1046,2,891723262,2
711,652,4,879993824,4
659,609,4,891385769,4
860,678,3,887754112,3
95,403,1,879196457,1
880,174,4,880167670,4
642,1053,3,886207279,3
758,1292,1,880672876,1
232,302,5,885939473,5
726,323,3,889828641,3
425,363,1,878739095,1
492,657,3,879969345,3
293,549,3,888907166,3
746,684,4,885075337,4
776,444,2,892920423,2
882,455,3,879862652,3
504,423,4,887840960,4
878,496,5,880867387,5
504,716,4,887909532,4
934,228,4,891193778,4
503,423,5,880472321,5
312,432,5,891699491,5
72,628,4,880035857,4
835,357,5,891033232,5
669,329,1,891182771,1
189,492,3,893265535,3
328,149,2,885048730,2
41,96,4,890687019,4
201,1073,2,884111899,2
21,473,3,874951245,3
351,879,5,879481461,5
263,622,4,891299949,4
716,96,2,879795122,2
582,93,5,882960844,5
714,284,3,892777438,3
348,276,3,886523456,3
523,792,4,883702263,4
844,300,3,877381268,3
724,1591,1,883757468,1
838,187,3,887067019,3
486,1272,3,879875154,3
7,543,3,891351772,3
128,490,5,879966785,5
322,23,5,887314417,5
313,333,4,891012877,4
352,82,3,884290328,3
658,96,4,875147873,4
251,183,5,886271733,5
299,511,4,878192311,4
11,423,5,891904174,5
915,305,2,891030070,2
451,306,2,879012684,2
199,508,4,883782899,4
276,569,4,874791169,4
370,209,5,879435461,5
207,239,3,876079016,3
883,919,4,891692713,4
234,69,4,892078567,4
876,19,5,879428354,5
42,433,2,881108760,2
881,96,3,876537718,3
158,177,4,880134407,4
286,340,4,879780905,4
130,268,4,875801210,4
30,319,4,875060217,4
846,143,5,883948804,5
393,278,4,887744473,4
642,102,5,885603849,5
21,760,1,874951293,1
932,503,4,891249962,4
244,17,2,880607205,2
215,168,5,891436024,5
641,434,4,879370259,4
883,873,3,891695173,3
932,191,4,891249620,4
326,199,5,879875552,5
413,276,4,879969674,4
402,118,4,876267096,4
537,614,3,886031473,3
655,726,2,887475055,2
659,170,3,891045943,3
387,774,3,886481737,3
83,832,3,883868300,3
854,421,3,882814028,3
23,59,4,874785526,4
253,705,5,891628598,5
867,273,3,880078991,3
247,258,5,893097024,5
392,333,4,891037531,4
3,328,5,889237455,5
460,311,5,882912418,5
354,1119,4,891307114,4
548,295,5,891044304,5
222,157,4,878181976,4
64,265,4,879365491,4
327,650,4,887745699,4
804,419,3,879444624,3
409,9,4,881107992,4
313,465,3,891030096,3
297,137,5,874954425,5
540,473,3,882157687,3
458,588,5,886396460,5
890,193,4,882402826,4
847,151,4,878775914,4
771,762,2,880659970,2
495,167,4,888636958,4
227,294,3,879035431,3
184,665,2,889910098,2
661,230,4,888300344,4
43,742,5,883955650,5
804,367,3,879445605,3
487,258,5,883440613,5
484,778,5,891195246,5
697,270,5,882622481,5
385,111,2,879440267,2
311,68,1,884365824,1
54,328,4,880928957,4
681,1394,5,885409742,5
727,250,5,883709242,5
334,433,5,891628158,5
821,180,5,874793517,5
749,748,3,878846384,3
92,546,2,875640512,2
896,872,3,887157322,3
339,73,3,891035003,3
861,584,5,881274815,5
339,65,4,891033452,4
300,1094,5,875650298,5
458,519,4,886395899,4
552,1152,3,879222002,3
329,303,4,891655350,4
311,179,2,884365357,2
588,1219,2,890028385,2
38,451,5,892431727,5
417,541,2,879649389,2
157,740,2,886889876,2
698,195,4,886366483,4
632,845,4,879459677,4
831,316,3,891354338,3
559,1556,3,891033759,3
746,121,3,885075337,3
328,204,3,885045993,3
321,89,3,879440716,3
592,297,5,882607844,5
622,484,3,882669803,3
705,373,3,883428237,3
639,215,1,891239271,1
532,136,5,892865321,5
405,808,1,885546487,1
102,95,4,883748488,4
327,497,4,887818658,4
593,181,4,875658800,4
606,951,2,880928181,2
145,1025,4,877343020,4
448,268,3,891888367,3
588,178,5,890015323,5
311,8,4,884364465,4
45,100,5,881010742,5
617,185,5,883789042,5
666,474,5,880139323,5
632,357,4,879456844,4
312,653,5,891698365,5
519,879,5,883248595,5
291,427,4,874868304,4
458,293,5,886396767,5
221,1250,2,875247855,2
287,181,3,875333964,3
676,895,1,892685562,1
474,258,4,887914688,4
383,474,5,891193072,5
755,264,2,882570077,2
339,222,4,891033512,4
201,334,4,884110927,4
653,728,2,880153568,2
399,318,5,882342589,5
573,685,3,885843779,3
117,411,3,880126232,3
843,627,2,879447718,2
312,131,5,891699702,5
880,380,3,880242281,3
627,197,5,879529730,5
823,423,5,878438780,5
388,237,5,886436813,5
607,137,4,883879556,4
693,56,4,875483268,4
733,1338,4,879536608,4
686,12,5,879545758,5
405,364,1,885547766,1
407,234,3,875042268,3
504,1522,3,887840942,3
561,497,4,885809064,4
474,42,4,887923923,4
144,165,4,888105993,4
385,557,2,879446786,2
183,222,4,892323453,4
579,286,4,880951444,4
686,603,5,879546847,5
921,1047,1,879380015,1
887,1028,5,881379059,5
214,11,5,892668153,5
399,824,2,882341445,2
894,874,4,879982788,4
618,193,4,891308432,4
715,1045,2,875965171,2
57,1047,4,883697679,4
847,716,3,878941370,3
621,263,1,883800011,1
305,856,5,886323839,5
880,194,5,880174623,5
405,715,1,885546445,1
271,429,4,885848672,4
405,228,1,885547910,1
174,168,1,886434621,1
328,503,3,885047696,3
379,317,5,880525001,5
830,176,3,891561673,3
426,483,5,879442226,5
527,466,2,879455765,2
118,511,5,875384885,5
757,358,3,888443570,3
863,906,4,889289570,4
543,700,2,874865923,2
437,1227,3,880142630,3
561,178,4,885807713,4
894,310,3,882403366,3
435,273,5,884131298,5
796,199,3,892662223,3
393,126,4,887743647,4
197,895,3,891409199,3
782,681,3,891498436,3
479,265,4,879460918,4
496,191,5,876072632,5
809,328,5,891036989,5
618,423,5,891309886,5
663,313,5,889491617,5
516,204,4,891290649,4
62,290,3,879373007,3
13,96,4,882140104,4
126,752,3,887855342,3
250,9,2,878089547,2
347,123,3,881654301,3
901,118,3,877127250,3
796,378,4,893218764,4
593,9,3,875659306,3
144,1101,4,888105312,4
7,181,3,891351287,3
539,155,4,879788480,4
828,26,3,891037948,3
399,403,3,882350502,3
463,319,1,889936589,1
243,280,1,879987148,1
151,64,5,879524536,5
87,25,4,879876811,4
622,581,4,882670562,4
617,201,1,883789465,1
899,157,4,884122419,4
766,507,3,891309878,3
521,475,3,884475889,3
474,186,4,887925977,4
645,488,4,892053241,4
922,56,1,891447628,1
457,284,3,882394010,3
643,55,4,891448218,4
860,1059,1,891536049,1
380,708,3,885478759,3
553,111,4,879948869,4
125,657,3,892836422,3
617,396,1,883789590,1
18,276,5,880130829,5
98,173,1,880498935,1
717,289,4,884641911,4
707,220,2,880060549,2
796,100,3,892611093,3
902,302,3,879463109,3
878,485,3,880866103,3
790,559,3,885156773,3
189,118,1,893264735,1
492,483,2,879969210,2
261,596,2,890456142,2
327,201,5,887820828,5
595,246,4,886921068,4
666,483,5,880139348,5
28,100,5,881957425,5
18,856,5,880131676,5
416,14,4,876697017,4
241,332,3,887249841,3
634,290,3,877017891,3
566,1028,2,881651339,2
627,157,4,879530110,4
268,385,3,875310206,3
796,117,5,892660283,5
293,14,3,888904985,3
486,300,4,879874388,4
62,306,4,879371909,4
10,385,4,877886783,4
482,321,3,887644023,3
185,287,5,883526288,5
121,315,4,891389282,4
886,789,3,876031656,3
188,234,4,875073048,4
663,282,3,889492759,3
545,142,3,884135088,3
301,138,2,882079446,2
16,476,3,877720437,3
933,679,1,874939078,1
663,475,4,889492435,4
833,357,4,875038709,4
716,86,5,879796072,5
537,501,3,886032000,3
363,428,5,891495742,5
450,526,4,882396245,4
20,144,2,879669401,2
354,533,5,891216805,5
561,200,4,885807743,4
766,527,5,891309558,5
658,171,4,875147448,4
629,56,5,880117430,5
216,147,4,880232787,4
538,12,4,877107633,4
535,221,3,879618700,3
532,1011,5,893119491,5
922,747,3,891448247,3
807,181,5,892528954,5
682,151,5,888523115,5
518,284,4,876823324,4
128,468,1,879968243,1
176,286,2,886046979,2
405,578,1,885548093,1
194,432,4,879524007,4
361,770,3,879441352,3
1,36,2,875073180,2
804,49,2,879447476,2
606,239,4,880926339,4
704,1296,4,891397015,4
276,11,5,874787497,5
2,100,5,888552084,5
186,595,3,879023390,3
659,659,3,891332006,3
757,472,3,888445086,3
383,340,5,891192276,5
543,194,3,874864870,3
758,135,5,881974742,5
348,288,5,886522495,5
300,257,4,875650267,4
690,194,4,881177349,4
374,252,3,880394179,3
642,28,5,885603636,5
593,140,4,875671226,4
804,199,5,879442239,5
64,651,4,889740795,4
561,135,4,885809336,4
480,1388,4,891207665,4
407,1041,3,876345492,3
890,452,2,882404723,2
286,379,5,877533771,5
18,188,3,880129388,3
912,427,5,875965830,5
429,686,2,882385519,2
622,230,3,882592815,3
437,197,5,880141962,5
619,33,3,885954133,3
718,222,4,883348712,4
421,79,4,892241459,4
