movieId,rating
273,3.1
274,2.8
275,2.7
276,3.0
277,3.4
278,3.0
279,3.7
280,3.7
281,3.7
282,3.4
283,3.0
284,2.9
285,2.3
286,2.1
287,3.3
288,3.3
289,3.4
290,4.0
292,3.4
293,4.1
294,3.2
295,2.8
296,4.2
297,3.2
298,3.5
299,3.7
300,3.7
301,3.5
302,3.7
303,3.0
304,3.2
305,2.7
306,4.1
307,4.0
308,3.9
309,3.6
310,2.8
311,2.7
312,2.6
313,3.0
314,3.8
315,2.9
316,3.4
317,3.1
318,4.4
319,3.8
320,3.2
321,3.8
322,3.7
324,3.7
325,2.6
326,4.1
327,2.8
328,3.1
329,3.3
330,2.8
331,3.3
332,2.8
333,3.4
334,3.8
335,3.3
336,2.8
337,3.8
338,3.0
339,3.5
340,3.4
341,3.6
342,3.5
343,2.7
344,3.0
345,3.6
346,3.4
347,3.4
348,3.7
349,3.7
350,3.5
351,3.3
352,3.3
353,3.5
354,3.1
355,2.4
356,4.0
357,3.6
358,3.3
359,3.3
360,2.7
361,3.3
362,3.4
363,4.0
364,3.8
365,3.2
366,3.0
367,3.2
368,3.4
369,3.3
370,3.0
371,3.3
372,3.3
373,3.8
374,2.4
375,3.3
376,3.3
377,3.5
378,3.1
379,2.7
380,3.5
381,3.4
382,3.0
383,3.2
384,3.0
385,3.6
386,2.8
387,2.7
388,3.5
389,3.5
390,3.4
391,3.2
392,3.3
393,1.9
394,3.3
395,3.2
396,2.5
397,2.1
398,3.5
399,2.2
400,2.6
401,3.1
402,2.8
403,2.2
404,3.3
405,2.4
406,3.1
407,3.2
408,3.2
409,3.0
410,3.0
411,2.8
412,3.6
413,2.8
414,2.6
415,2.8
416,2.7
417,3.5
418,2.7
419,2.5
420,2.8
421,3.3
422,3.2
423,3.0
424,2.7
425,3.5
426,3.1
427,2.5
428,3.8
429,2.4
430,2.3
431,3.7
432,2.7
433,2.9
434,3.0
435,2.6
436,2.6
437,2.6
438,2.7
439,2.5
440,3.6
441,3.7
442,3.1
443,3.3
444,2.4
445,2.9
446,3.9
447,2.5
448,3.6
449,3.4
450,3.3
451,3.0
452,3.6
453,3.1
454,3.5
455,2.6
456,3.8
457,4.0
458,3.1
459,2.8
460,2.4
461,3.3
462,2.6
463,2.8
464,2.9
465,3.3
466,2.9
467,3.4
468,3.3
469,3.3
470,2.2
471,3.7
472,2.9
473,2.3
474,3.7
475,3.9
476,3.0
477,3.5
478,2.4
479,2.9
480,3.7
481,3.3
482,3.4
483,3.8
484,2.8
485,2.8
486,2.7
487,2.6
488,3.4
489,2.8
490,3.4
491,3.4
492,3.7
493,3.6
494,3.4
495,3.4
496,3.3
497,3.9
498,2.8
499,2.8
500,3.4
501,3.8
502,2.3
503,3.1
504,3.0
505,2.5
506,3.5
507,3.5
508,3.8
509,3.7
510,2.8
511,3.1
512,2.9
513,2.9
514,3.5
515,3.9
516,3.1
517,3.1
518,2.7
519,2.2
520,3.1
521,3.3
522,3.5
523,3.6
524,3.5
525,3.4
526,3.2
527,4.2
528,2.8
529,3.8
530,3.3
531,3.5
532,3.1
533,2.9
534,3.9
535,3.8
536,3.3
537,3.1
538,3.7
539,3.5
540,2.7
541,4.1
542,2.8
543,3.2
544,2.9
546,2.1
547,2.8
548,2.9
549,3.9
550,3.1
551,3.7
552,3.2
553,3.7
554,3.1
555,3.8
556,4.0
558,2.8
559,3.0
560,3.1
561,3.4
562,3.8
563,3.5
564,2.3
565,3.2
566,2.8
567,3.3
568,3.6
569,2.9
570,3.5
571,3.6
572,2.7
573,3.4
574,3.3
575,3.0
576,2.4
577,2.8
579,2.9
580,3.1
581,4.0
582,3.3
583,3.5
584,3.0
585,2.7
586,3.1
587,3.4
588,3.7
589,3.9
590,3.7
591,2.1
592,3.4
593,4.2
594,3.6
595,3.7
596,3.5
597,3.4
598,3.5
599,4.0
600,3.0
601,3.4
602,4.0
603,2.9
604,1.9
605,3.3
606,2.6
607,2.6
608,4.1
609,3.0
610,3.4
611,2.5
612,2.7
613,3.6
614,3.1
615,3.9
616,3.4
617,3.6
618,2.8
619,2.6
620,3.3
621,3.6
623,3.1
625,3.3
626,2.9
627,3.5
628,3.8
629,3.2
630,3.3
631,2.7
632,3.9
633,3.4
634,2.3
635,3.6
636,3.0
637,2.8
638,3.3
639,2.9
640,3.0
641,2.5
642,2.1
643,2.2
644,2.3
645,3.6
647,3.5
648,3.4
649,3.7
650,3.5
651,2.5
652,3.0
653,3.2
654,2.7
655,2.3
656,2.9
657,2.6
658,3.0
659,3.7
660,3.0
661,3.3
662,3.2
663,3.4
664,3.0
665,3.9
666,3.4
667,2.5
668,4.1
670,4.1
671,3.7
672,2.4
673,2.8
674,3.0
675,2.2
676,2.5
678,4.1
679,3.3
680,3.6
681,3.6
682,3.2
683,2.7
684,2.5
685,3.5
687,3.0
688,2.6
690,3.3
691,3.1
692,2.3
693,3.1
694,3.0
695,3.2
696,3.2
697,2.8
698,2.8
699,2.2
700,3.3
701,3.1
702,3.8
703,2.8
704,2.8
705,3.5
706,3.1
707,3.1
708,3.4
709,3.3
710,2.7
711,2.6
712,3.5
713,3.4
714,3.9
715,3.6
716,2.9
717,3.2
718,3.4
719,3.0
720,4.1
721,2.9
722,3.6
723,3.2
724,3.1
725,2.8
726,3.1
727,3.1
728,3.8
729,3.5
730,3.0
731,2.9
732,2.8
733,3.7
734,2.6
735,3.5
736,3.2
737,2.1
738,3.2
739,2.0
741,4.0
742,2.7
743,2.7
744,2.9
745,4.1
746,3.8
747,2.3
748,3.2
749,2.7
750,4.2
751,3.4
752,2.8
753,3.3
754,3.0
755,3.4
756,3.2
757,3.5
758,3.1
759,3.8
760,3.7
761,2.8
762,2.4
763,3.0
764,3.4
765,3.0
766,3.4
767,3.5
768,3.0
769,3.6
770,2.4
771,3.3
772,2.9
773,3.4
774,2.6
775,2.9
776,3.0
777,2.8
778,4.0
779,2.8
780,3.4
781,3.4
782,2.9
783,3.3
784,2.7
785,3.3
786,3.1
787,3.8
788,2.8
789,3.0
790,3.5
791,3.6
792,3.0
793,3.2
794,3.4
795,3.2
796,3.0
797,3.3
798,2.8
799,3.4
800,4.1
801,3.0
802,3.5
803,3.6
804,3.1
805,3.7
806,3.2
807,3.2
808,3.2
809,2.8
810,1.8
812,2.6
813,2.8
814,3.1
815,2.1
816,3.2
818,2.6
819,3.4
820,2.8
821,2.9
822,3.1
823,3.3
824,3.8
825,2.8
826,2.2
827,3.1
828,3.1
829,2.7
830,3.1
831,3.5
832,3.4
833,2.7
834,2.6
835,3.2
836,2.9
837,3.4
838,3.8
839,2.7
840,2.7
841,3.7
842,2.8
843,3.3
844,3.7
845,3.4
846,3.5
847,2.8
848,3.7
849,2.8
850,3.5
851,3.5
852,3.2
853,3.3
854,3.7
855,2.7
856,3.4
857,3.2
858,4.3
859,2.3
860,3.5
861,3.4
862,3.6
864,3.3
865,3.3
866,3.7
867,2.3
868,3.2
869,3.1
870,2.2
871,3.1
872,3.6
873,2.8
874,3.0
875,3.4
876,2.7
877,3.2
878,2.8
879,2.8
880,2.5
881,2.8
882,3.0
884,3.2
885,2.7
886,3.1
887,2.8
889,3.4
890,2.9
891,2.6
892,3.7
893,3.6
894,2.8
895,2.8
896,3.7
897,3.6
898,4.1
899,4.1
900,3.8
901,3.6
902,3.8
903,4.1
904,4.2
905,4.1
906,4.0
907,3.9
908,4.2
909,4.0
910,4.1
911,4.0
912,4.2
913,4.2
914,3.9
915,3.9
916,4.1
917,3.6
918,3.7
919,3.9
920,3.8
921,3.8
922,4.2
923,4.1
924,4.0
925,3.5
926,4.2
927,3.9
928,4.1
929,3.8
930,4.2
931,3.9
932,3.8
933,4.0
934,3.5
935,3.7
936,4.0
937,3.7
938,3.6
939,3.3
940,3.9
941,3.6
942,4.1
943,3.8
944,3.8
945,4.0
946,3.9
947,4.0
948,3.7
949,3.9
950,4.2
951,4.1
952,3.5
953,4.0
954,4.0
955,4.0
956,3.5
957,3.3
958,3.1
959,3.7
960,3.5
961,3.4
962,3.4
963,3.6
964,3.4
965,4.0
966,3.5
967,2.8
968,3.7
969,4.1
970,3.5
971,3.9
972,3.2
973,3.8
974,3.4
975,3.0
976,3.5
977,2.0
979,3.1
980,3.1
981,2.6
982,3.6
983,2.6
984,2.7
985,3.4
986,3.5
987,3.2
988,3.3
989,3.4
990,2.7
991,3.5
992,2.7
993,3.5
994,4.0
996,3.0
997,3.5
998,3.2
999,3.3
1000,3.1
1001,2.8
1002,3.5
1003,3.1
1004,2.7
1005,2.5
1006,3.2
1007,3.0
1008,3.3
1009,3.2
1010,3.1
1011,2.8
1012,3.5
1013,3.4
1014,3.4
1015,3.3
1016,3.1
1017,3.5
1018,3.1
1019,3.5
1020,3.3
1021,2.8
1022,3.6
1023,3.7
1024,3.2
1025,3.6
1026,3.3
1027,3.3
1028,3.7
1029,3.5
1030,3.1
1031,3.3
1032,3.6
1033,3.5
1034,3.5
1035,3.8
1036,3.9
1037,2.7
1038,3.2
1039,3.0
1040,3.3
1041,4.0
1042,3.4
1043,3.0
1044,3.3
1045,3.1
1046,3.9
1047,3.4
1049,3.4
1050,3.8
1051,3.6
1052,3.4
1053,3.0
1054,3.5
1055,2.7
1056,3.5
1057,3.4
1058,3.3
1059,3.6
1060,3.8
1061,3.6
1062,2.9
1063,3.3
1065,2.9
1066,4.0
1067,3.4
1068,3.6
1069,3.9
1070,3.1
1071,3.2
1073,3.7
1075,3.4
1076,3.8
1077,3.8
1078,3.7
1079,3.8
1080,4.0
1081,3.5
1082,3.6
1083,3.5
1084,3.9
1085,3.7
1086,4.0
1087,3.4
1088,3.3
1089,4.1
1090,3.9
1091,2.8
1092,3.4
1093,3.4
1094,3.7
1095,3.9
1096,3.9
1097,3.7
1098,3.0
1099,3.8
1100,2.8
1101,3.4
1102,2.5
1103,3.8
1104,4.0
1105,2.3
1106,2.6
1107,2.5
1109,3.0
1110,2.5
1111,3.9
1112,3.4
1113,3.2
1114,3.2
1115,2.9
1116,3.4
1117,3.6
1118,3.0
1119,3.1
1120,3.6
1121,2.8
1122,3.0
1123,3.6
1124,3.7
1125,3.6
1126,2.6
1127,3.7
1128,3.1
1129,3.4
1130,3.2
1131,4.1
1132,4.1
1133,3.6
1134,3.1
1135,3.1
1136,4.1
1137,3.2
1138,3.4
1139,3.1
1140,3.4
1141,2.4
1142,3.0
1143,3.3
1144,3.7
1145,3.5
1146,2.9
1147,4.1
1148,4.1
1149,3.2
1150,3.9
1151,3.6
1152,3.4
1153,3.3
1154,3.3
1155,2.3
1156,3.3
1157,3.3
1158,2.9
1159,2.8
1160,3.2
1161,3.8
1162,3.8
1163,3.3
1164,3.4
1165,2.8
1166,3.4
1167,2.9
1168,2.5
1169,3.9
1170,2.0
1171,3.7
1172,4.1
1173,3.5
1174,3.1
1175,4.0
1176,3.9
1177,3.8
1178,4.2
1179,3.7
1180,3.8
1181,3.0
1183,3.6
1184,3.7
1185,3.9
1186,3.5
1187,3.7
1188,3.8
1189,4.1
1190,3.5
1191,2.9
1192,4.0
1193,4.2
1194,3.4
1196,4.1
1197,4.1
1198,4.1
1199,4.0
1200,4.0
1201,4.1
1202,3.9
1203,4.2
1204,4.1
1206,4.0
1207,4.1
1208,4.1
1209,4.1
1210,4.0
1211,4.0
1212,4.2
1213,4.2
1214,4.1
1215,3.7
1216,3.8
1217,4.1
1218,4.0
1219,4.1
1220,3.8
1221,4.3
1222,4.0
1223,4.0
1224,4.1
1225,4.1
1226,3.9
1227,4.0
1228,4.1
1230,4.0
1231,3.9
1232,4.1
1233,4.1
1234,4.1
1235,4.0
1236,4.0
1237,4.1
1238,3.9
1240,3.9
1241,3.7
1242,4.0
1243,3.9
1244,4.0
1245,4.0
1246,3.9
1247,4.0
1248,4.1
1249,3.9
1250,4.1
1251,4.0
1252,4.2
1253,3.9
1254,4.1
1255,3.4
1256,4.1
1257,3.8
1258,4.0
1259,4.0
1260,4.2
1261,3.8
1262,4.1
1263,4.0
1264,4.0
1265,3.9
1266,4.0
1267,4.1
1268,3.5
1269,4.0
1270,4.0
1271,3.7
1272,4.0
1273,4.0
1274,3.9
1275,3.6
1276,4.1
1277,3.8
1278,4.0
1279,3.8
1280,4.1
1281,4.0
1282,3.7
1283,4.0
1284,4.2
1285,3.7
1286,3.6
1287,3.8
1288,4.0
1289,4.0
1290,3.5
1291,4.0
1292,4.0
1293,4.0
1295,3.7
1296,3.9
1297,3.7
1298,3.7
1299,4.1
1300,4.0
1301,3.9
1302,3.6
1303,4.0
1304,4.0
1305,3.9
1306,3.6
1307,3.8
1308,2.7
1309,3.2
1310,3.5
1311,2.6
1312,3.5
1313,2.7
1314,3.2
1315,3.3
1316,3.3
1317,3.2
1318,3.4
1319,2.7
1320,3.1
1321,3.6
1322,1.7
1323,1.6
1324,1.7
1325,1.6
1326,2.0
1327,2.9
1328,1.8
1329,2.8
1330,2.8
1331,2.9
1332,3.0
1333,3.7
1334,3.1
1335,1.9
1336,2.3
1337,3.5
1339,3.4
1340,3.7
1341,2.9
1342,3.0
1343,3.5
1344,3.8
1345,3.5
1346,3.0
1347,3.3
1348,3.9
1349,3.1
1350,3.6
1351,3.0
1352,3.0
1353,3.2
1354,3.8
1355,3.1
1356,3.7
1357,3.9
1358,4.0
1359,2.6
1360,3.2
1361,4.1
1363,3.1
1364,3.5
1365,3.8
1366,3.4
1367,3.0
1368,3.3
1369,3.4
1370,3.4
1371,3.1
1372,3.3
1373,2.9
1374,3.7
1375,3.3
1376,3.5
1377,3.1
1378,3.3
1379,3.0
1380,3.3
1381,2.0
1382,2.8
1383,2.2
1384,3.6
1385,3.1
1386,2.7
1387,3.8
1388,2.6
1389,1.9
1390,3.2
1391,3.0
1392,3.6
1393,3.6
1394,3.9
1395,3.4
1396,3.7
1397,3.5
1398,3.1
1399,3.4
1400,3.2
1401,3.5
1404,3.2
1405,3.0
1406,3.6
1407,3.3
1408,3.7
1409,3.0
1410,3.0
1411,3.8
1412,3.7
1413,3.6
1414,3.4
1415,3.5
1416,3.2
1417,3.1
1419,3.9
1420,3.7
1421,3.1
1422,3.1
1423,3.8
1424,2.8
1425,3.2
1426,2.6
1427,2.6
1428,3.4
1429,3.3
1430,3.2
1431,2.5
1432,2.9
1433,2.2
1434,3.1
1436,3.0
1437,3.7
1438,2.8
1439,2.3
1440,2.8
1441,3.5
1442,3.4
1443,3.2
1444,3.4
1445,2.3
1446,4.0
1447,3.3
1448,3.3
1449,3.9
1450,3.7
1453,2.4
1454,3.2
1455,3.1
1456,2.2
1457,3.1
1458,3.0
1459,3.3
1460,2.6
1461,2.8
1462,2.6
1463,3.1
1464,3.7
1465,3.5
1466,3.8
1467,2.6
1468,2.6
1470,3.2
1471,3.4
1472,3.0
1473,2.9
1474,2.5
1475,3.1
1476,3.4
1477,3.3
1479,3.2
1480,3.3
1482,3.4
1483,3.1
1484,3.7
1485,3.2
1486,3.3
1487,3.1
1488,3.0
1489,3.0
1490,2.0
1493,3.4
1495,1.4
1496,3.2
1497,2.3
1498,3.2
1499,2.1
1500,3.7
1501,2.5
1502,3.3
1503,2.6
1504,3.5
1507,3.4
1508,3.3
1509,3.4
1510,2.5
1511,3.5
1513,3.0
1514,2.9
1515,2.7
1516,3.5
1517,3.4
1518,3.3
1519,3.3
1520,2.8
1522,2.5
1523,2.8
1524,2.5
1525,2.4
1526,2.5
1527,3.8
1528,2.8
1529,3.4
1531,3.3
1532,2.5
1533,3.8
1534,3.6
1535,3.5
1537,3.9
1538,2.4
1539,3.1
1541,3.1
1542,3.6
1543,3.1
1544,3.0
1545,3.8
1546,3.6
1547,3.2
1548,3.1
1549,3.0
1550,2.8
1551,2.6
1552,3.2
1553,3.2
1554,3.5
1555,3.4
1556,1.9
1557,3.1
1558,2.7
1559,2.8
1561,2.9
1562,2.2
1563,3.3
1564,3.6
1565,2.8
1566,3.4
1567,2.8
1568,3.0
1569,3.3
1570,3.2
1571,3.6
1572,3.8
1573,3.3
1574,2.9
1575,3.4
1577,3.6
1578,2.7
1579,3.0
1580,3.6
1581,2.8
1582,3.0
1583,2.7
1584,3.7
1585,3.4
1586,2.9
1587,3.2
1588,2.7
1589,3.3
1590,3.0
1591,2.6
1592,2.3
1593,2.9
1594,3.7
1595,1.7
1596,3.4
1597,3.3
1598,2.9
1599,1.6
1600,2.8
1601,2.9
1602,2.0
1603,2.8
1604,2.9
1605,2.6
1606,2.3
1608,3.3
1609,3.0
1610,3.9
1611,3.4
1612,3.2
1613,3.1
1614,3.1
1615,3.5
1616,3.0
1617,4.1
1619,3.4
1620,3.4
1621,3.2
1622,2.5
1623,2.5
1624,3.0
1625,3.9
1626,2.4
1627,3.1
1628,2.6
1629,3.2
1630,2.1
1631,3.5
1632,2.4
1633,3.6
1635,3.8
1636,2.5
1639,3.6
1640,2.7
1641,3.7
1642,3.0
1643,3.9
1644,2.5
1645,3.5
1646,2.7
1647,2.7
1648,3.5
1649,3.9
1650,3.5
1651,3.0
1652,3.0
1653,3.8
1654,3.3
1655,2.6
1656,3.1
1657,3.3
1658,3.2
1659,3.0
1660,3.5
1661,3.1
1662,2.9
1663,3.7
1664,3.3
1665,2.8
1666,2.6
1667,2.8
1668,2.8
1669,3.4
1670,3.5
1671,3.2
1672,3.6
1673,3.7
1674,3.8
1675,3.2
1676,3.3
1677,2.6
1678,3.7
1679,1.8
1680,3.5
1681,2.1
1682,3.9
1683,3.7
1684,3.5
1685,2.9
1686,3.1
1687,3.2
1688,3.5
1689,3.2
1690,3.0
1692,2.5
1693,3.6
1694,3.7
1695,3.5
1696,3.6
1697,2.4
1698,2.7
1699,3.6
1701,3.5
1702,2.6
1703,2.7
1704,4.1
1705,2.3
1706,1.6
1707,1.9
1708,1.9
1709,2.5
1711,3.3
1713,2.9
1714,2.3
1715,2.6
1716,2.8
1717,2.8
1718,2.8
1719,4.0
1720,2.1
1721,3.4
1722,3.2
1723,2.8
1724,2.9
1725,3.5
1726,2.9
1727,3.1
1728,3.4
1729,3.7
1730,3.7
1731,1.8
1732,4.0
1733,3.3
1734,3.9
1735,3.3
1738,2.0
1739,1.6
1740,2.1
1742,2.2
1743,3.5
1744,2.5
1746,2.8
1747,3.5
1748,3.8
1749,3.1
1750,2.2
1752,2.7
1753,3.3
1754,3.5
1755,3.5
1756,2.7
1757,3.9
1759,3.8
1760,1.8
1762,2.8
1764,2.4
1765,2.3
1767,3.2
1768,3.5
1769,3.1
1770,2.9
1771,2.7
1772,2.5
1773,3.2
1774,2.7
1776,2.0
1777,3.4
1779,2.9
1780,3.2
1781,2.3
1782,2.9
1783,2.9
1784,3.8
1785,3.5
1787,3.2
1788,3.8
1789,2.5
1791,3.0
1792,3.2
1793,2.7
1794,3.5
1795,3.1
1796,2.5
1797,3.9
1798,2.5
1799,3.5
1801,3.1
1804,2.9
1805,3.2
1806,2.8
1807,3.2
1809,4.0
1810,3.5
1811,3.2
1812,3.1
1814,3.4
1815,2.8
1816,2.8
1817,2.8
1819,3.4
1820,3.0
1821,3.2
1822,1.9
1824,3.1
1825,2.6
1826,1.2
1827,3.7
1829,3.1
1830,2.5
1831,2.6
1832,2.6
1833,3.0
1834,3.9
1835,3.2
1836,3.3
1837,2.6
1839,2.3
1840,3.4
1841,2.9
1842,2.8
1843,2.4
1844,3.8
1845,3.7
1846,3.5
1847,2.0
1848,3.0
1849,2.4
1850,3.0
1851,3.0
1852,3.0
1853,1.9
1854,2.9
1855,2.3
1856,3.1
1857,2.9
1858,3.2
1859,3.6
1860,3.8
1861,3.2
1862,2.1
1863,2.3
1864,2.5
1865,3.5
1866,3.0
1867,2.1
1869,2.3
1870,3.3
1871,3.3
1872,3.2
1873,3.7
1874,3.2
1875,3.3
1876,3.0
1877,2.6
1878,2.0
1879,3.5
1880,3.6
1881,2.9
1882,2.4
1883,3.3
1884,3.8
1885,3.6
1886,2.1
1887,2.6
1888,2.9
1889,3.6
1890,2.9
1891,2.5
1892,3.4
1893,3.7
1894,2.8
1895,3.2
1896,3.1
1897,3.5
1898,3.1
1899,3.0
1900,4.0
1901,3.3
1902,3.2
1903,2.8
1904,3.5
1905,2.6
1906,3.1
1907,3.7
1908,2.7
1909,3.3
1910,3.4
1911,2.7
1912,3.7
1913,3.7
1914,3.8
1915,2.8
1916,3.6
1917,3.0
1918,3.1
1919,3.1
1920,2.8
1921,3.7
1922,3.3
1923,3.5
1924,2.6
1925,3.7
1926,3.2
1927,3.9
1928,3.0
1929,3.7
1930,2.8
1931,3.9
1932,3.3
1933,3.5
1934,3.9
1935,3.8
1936,3.8
1937,3.6
1938,3.9
1939,4.1
1940,3.8
1941,3.8
1942,3.9
1943,3.2
1944,3.9
1945,4.1
1946,3.9
1947,3.8
1948,3.8
1949,4.1
1950,4.0
1951,3.7
1952,4.0
1953,3.9
1954,3.7
1955,3.7
1956,3.9
1957,3.7
1958,3.6
1959,3.6
1960,3.8
1961,3.9
1962,3.7
1963,3.9
1964,3.8
1965,3.6
1966,3.8
1967,3.6
1968,3.8
1969,2.5
1970,2.8
1971,2.5
1972,2.2
1973,2.3
1974,2.9
1975,2.5
1976,2.2
1977,2.3
1978,2.0
1979,2.2
1980,2.0
1981,1.8
1982,3.6
1983,2.8
1984,2.0
1985,2.4
1986,2.2
1987,2.5
1988,2.1
1989,1.6
1990,1.4
1991,2.8
1992,2.3
1993,2.1
1994,3.5
1995,2.5
1996,2.0
1997,3.7
1998,1.9
1999,2.7
2000,3.7
2001,3.3
2002,3.2
2003,3.3
2004,2.8
2005,3.6
2006,3.3
2007,2.7
2008,2.5
2009,3.5
2010,4.0
2011,3.6
2012,3.3
2013,3.3
2014,3.1
2015,3.4
2016,2.6
2017,3.0
2018,3.5
2019,4.3
2020,3.9
2021,3.3
2022,3.6
2023,3.4
2024,3.3
2025,3.5
2026,2.6
2027,2.5
2028,4.0
2029,3.4
2030,2.8
2031,2.6
2032,2.9
2033,3.2
2034,2.8
2035,3.2
2036,2.3
2037,3.3
2038,2.9
2039,2.7
2040,2.9
2041,2.7
2042,2.7
2043,3.3
2044,2.5
2045,3.4
2046,3.4
2047,3.0
2048,3.5
2049,3.3
2050,2.5
2051,2.6
2052,3.1
2053,2.1
2054,2.7
2055,2.8
2056,3.4
2057,3.4
2058,3.6
2059,3.3
2060,3.0
2061,3.1
2062,3.1
2063,2.7
2064,3.9
2065,3.7
2066,4.1
2067,3.9
2068,4.0
2069,3.8
2070,3.9
2071,3.8
2072,3.1
2073,3.5
2074,3.5
2075,3.8
2076,3.8
2077,3.5
2078,3.7
2079,3.2
2080,3.6
2081,3.5
2082,2.9
2083,3.6
2084,3.2
2085,3.4
2086,3.0
2087,3.6
2088,2.6
2089,3.3
2090,3.5
2091,2.9
2093,3.0
2094,3.1
2095,2.8
2096,3.6
2097,3.4
2098,2.9
2099,3.6
2100,3.2
2101,3.1
2102,3.4
2103,3.1
2104,3.3
2105,3.3
2106,3.3
2107,2.5
2108,3.6
2109,3.6
2110,3.3
2111,3.2
2112,3.4
2113,2.2
2114,3.6
2115,3.7
2116,3.2
2117,3.6
2118,3.6
2119,2.4
2120,2.9
2121,2.8
2122,2.6
2123,3.0
2124,3.2
2125,3.7
2126,2.8
2127,2.4
2128,3.3
2129,3.5
2130,3.8
2131,4.0
2132,4.0
2133,3.2
2134,3.3
2135,3.0
2136,2.9
2137,3.6
2138,3.7
2139,3.7
2140,3.6
2141,3.4
2142,3.0
2143,3.3
2144,3.6
2145,3.4
2146,3.2
2147,2.6
2148,3.0
2149,2.3
2150,3.7
2151,3.1
2152,2.0
2153,2.1
2154,2.7
2155,3.4
2156,3.2
2157,3.3
2158,2.8
2159,3.4
2160,3.8
2161,3.5
2162,2.5
2163,2.5
2164,2.2
2165,3.2
2166,3.5
2167,3.4
2168,3.0
2169,2.7
2170,2.7
2171,3.6
2172,3.3
2173,3.5
2174,3.5
2175,3.5
2176,3.9
2177,3.2
2178,3.6
2179,3.0
2180,3.3
2181,3.5
2182,3.6
2183,3.9
2184,3.6
2185,3.5
2186,4.1
2187,3.5
2188,2.8
2189,3.4
2190,2.9
2191,3.0
2192,3.1
2193,3.5
2194,3.9
2195,3.0
2196,2.2
2197,3.5
2198,3.5
2199,3.1
2200,2.7
2201,3.2
2202,3.8
2203,4.1
2204,3.7
2205,3.4
2206,3.9
2207,2.9
2208,4.1
2209,3.4
2210,3.7
2211,3.4
2212,3.8
2213,2.0
2214,2.9
2215,2.9
2216,2.7
2217,1.6
2218,2.4
2219,3.2
2220,2.7
2221,3.5
2222,2.1
2223,2.8
2224,2.0
2225,2.6
2226,3.2
